,station,lat,lon,field,time,student_id,x,y,times,z_dem,field_alt,anomaly,name
15,15.0,50.845839,6.267341,48687.697,4118.0,1.0,307630.4268890814,5636240.367655563,46501.7,161.1,48687.59566864073,-151.76900000000023,2
16,16.0,50.845784,6.267287,48722.504,4129.0,1.0,307626.39974059013,5636234.393695689,46512.7,160.83,48722.408790540394,-116.96199999999953,2
17,17.0,50.845761,6.267217,48769.218,4140.0,1.0,307621.37809120957,5636232.019030862,46523.7,161.53,48769.10662445593,-70.24799999999959,2
18,18.0,50.845733,6.267134,48820.805,4151.0,1.0,307615.4208454342,5636229.122363889,46534.7,160.35,48820.720632832345,-18.661000000000058,2
19,19.0,50.845695,6.267072,48816.459,4164.0,1.0,307610.90054365434,5636225.059237479,46547.7,159.87,48816.385673747296,-23.006999999997788,2
20,20.0,50.845648,6.267026,48601.825,4185.0,1.0,307607.4693721904,5636219.953850375,46568.7,160.08,48601.74719025355,-237.64100000000326,2
21,21.0,50.845598,6.266978,48728.741,4198.0,1.0,307603.88507611083,5636214.520150655,46581.7,160.59,48728.651285139895,-110.72499999999854,2
22,22.0,50.845544,6.266924,48782.749,4209.0,1.0,307599.8619943949,5636208.657385546,46592.7,161.03,48782.64907873968,-56.716999999996915,2
23,23.0,50.8455,6.266879,48820.504,4222.0,1.0,307596.51353527873,5636203.88292544,46605.7,160.67,48820.41227714177,-18.961999999999534,2
24,24.0,50.845441,6.26683,48749.868,4231.0,1.0,307592.82179119484,5636197.451261317,46614.7,161.01,48749.768605187346,-89.59799999999814,2
25,25.0,50.845397,6.266775,48812.391,4246.0,1.0,307588.7694557747,5636192.702862334,46629.7,161.37,48812.283203352585,-27.07499999999709,2
26,26.0,50.845359,6.266734,48536.473,4257.0,1.0,307585.72721737646,5636188.585037458,46640.7,160.97,48536.37495444913,-302.9930000000022,2
27,27.0,50.845324,6.266682,48683.153,4274.0,1.0,307581.9230708709,5636184.829403497,46657.7,161.1,48683.05167809794,-156.31300000000192,2
28,28.0,50.845277,6.266622,48909.191,4285.0,1.0,307577.50643602596,5636179.760516086,46668.7,161.14,48909.08828645955,69.72499999999854,2
29,29.0,50.845238,6.266567,48799.313,4294.0,1.0,307573.47465373797,5636175.568004626,46677.7,161.71,48799.19741965761,-40.15299999999843,2
30,30.0,50.845202,6.26653,48846.908,4311.0,1.0,307570.7221726852,5636171.662114989,46694.7,160.68,48846.81599752866,7.442000000002736,2
31,31.0,50.845154,6.266529,49009.849,4319.0,1.0,307570.4542158267,5636166.328309892,46702.7,160.21,49009.76753697032,170.38300000000163,2
32,32.0,50.845108,6.266565,48986.978,4346.0,1.0,307572.7988016441,5636161.120436476,46729.7,160.02,48986.90095763083,147.51200000000244,2
33,33.0,50.845046,6.266643,48892.789,4359.0,1.0,307578.03378612985,5636154.0243151905,46742.7,160.15,48892.70911287673,53.32299999999668,2
34,34.0,50.845005,6.266687,48930.508,4369.0,1.0,307580.96206054266,5636149.351475458,46752.7,160.35,48930.42344325474,91.04200000000128,2
35,35.0,50.844949,6.266757,48977.312,4387.0,1.0,307585.6586669716,5636142.943260137,46770.7,160.4,48977.22620927296,137.84599999999773,2
39,39.0,50.844746,6.267023,48769.653,4435.0,1.0,307603.5462111053,5636119.681600931,46818.7,160.62,48769.5625208901,-69.81300000000192,2
40,40.0,50.844721,6.267058,49047.32,4456.0,1.0,307605.9068868917,5636116.811029383,46839.7,160.67,49047.227851005,207.85399999999936,2
41,41.0,50.844668,6.267129,48916.364,4471.0,1.0,307610.6862886354,5636110.733758652,46854.7,160.69,48916.271636376296,76.89800000000105,2
42,42.0,50.844649,6.267165,48972.548,4497.0,1.0,307613.14205050986,5636108.527636642,46880.7,160.68,48972.45576088747,133.08200000000215,2
43,43.0,50.844626,6.267203,49018.626,4513.0,1.0,307615.7221294936,5636105.871604315,46896.7,160.68,49018.53367410019,179.15999999999622,2
44,44.0,50.844597,6.267254,49715.423,4574.0,1.0,307619.192559696,5636102.514653628,46957.7,160.64,49715.330298074645,875.9570000000022,2
45,45.0,50.844539,6.267342,48994.92,4587.0,1.0,307625.14800675696,5636095.83723179,46970.7,160.73,48994.82656523595,155.4539999999979,2
46,46.0,50.844524,6.267417,49003.565,4600.0,1.0,307630.36535974883,5636093.974218518,46983.7,160.89,49003.46785685331,164.09900000000198,2
47,47.0,50.844498,6.267495,48966.187,4609.0,1.0,307635.7486192186,5636090.8804678945,46992.7,161.27,48966.08116938599,126.72099999999773,2
48,48.0,50.844483,6.267573,48633.183,4618.0,1.0,307641.1771436591,5636089.009650639,47001.7,161.35,48633.07605711203,-206.28300000000309,2
49,49.0,50.844502,6.267618,48644.612,4627.0,1.0,307644.42276431876,5636091.0047585955,47010.7,161.21,48644.508238725524,-194.85399999999936,2
50,50.0,50.84452,6.26766,49122.489,4637.0,1.0,307647.4531051307,5636092.896507862,47020.7,161.38,49122.38028723281,283.02300000000105,2
51,51.0,50.844556,6.267719,49009.409,4668.0,1.0,307651.7540895608,5636096.74513138,47051.7,161.3,49009.30238365736,169.9429999999993,2
52,52.0,50.844582,6.267762,48971.928,4684.0,1.0,307654.88772513263,5636099.523681974,47067.7,161.16,48971.8246935174,132.46199999999953,2
53,53.0,50.844607,6.267809,49086.047,4697.0,1.0,307658.2987934787,5636102.180640256,47080.7,161.24,49085.94160372809,246.5809999999983,2
54,54.0,50.844633,6.267848,49037.299,4710.0,1.0,307661.1508723241,5636104.969613364,47093.7,161.19,49037.194862910066,197.83299999999872,2
55,55.0,50.844673,6.267909,49047.858,4725.0,1.0,307665.6090675213,5636109.257739527,47108.7,161.24,49047.75268572651,208.39199999999983,2
56,56.0,50.844709,6.267971,49047.151,4739.0,1.0,307670.1211875054,5636113.098563793,47122.7,161.17,49047.04730388546,207.68499999999767,2
57,57.0,50.844755,6.268052,48998.347,4752.0,1.0,307676.01179755584,5636118.001658985,47135.7,161.09,48998.24525281878,158.88100000000122,2
58,58.0,50.844808,6.268135,48977.711,4768.0,1.0,307682.07196630957,5636123.677778578,47151.7,160.87,48977.61436934902,138.24500000000262,2
59,59.0,50.844864,6.268235,48941.305,4783.0,1.0,307689.34104422544,5636129.643157368,47166.7,160.78,48941.210515229504,101.83899999999994,2
60,60.0,50.844933,6.268331,48869.243,4797.0,1.0,307696.3820303506,5636137.064241182,47180.7,160.76,48869.14911457256,29.777000000001863,2
61,61.0,50.844991,6.268378,48291.854,4809.0,1.0,307699.9287903809,5636143.390009318,47192.7,160.68,48291.76304296514,-547.612000000001,2
62,62.0,50.845043,6.268438,48978.183,4824.0,1.0,307704.3658929465,5636149.014874626,47207.7,160.56,48978.093517762405,138.71699999999691,2
63,63.0,50.845101,6.268499,48887.793,4837.0,1.0,307708.89805155667,5636155.304191067,47220.7,160.48,48887.70552449071,48.3269999999975,2
64,64.0,50.845166,6.268574,48927.711,4849.0,1.0,307714.44440456363,5636162.335282331,47232.7,160.43,48927.62460499694,88.24500000000262,2
65,65.0,50.845213,6.268608,48910.047,4865.0,1.0,307717.03085961635,5636167.471985273,47248.7,160.43,48909.96063618747,70.58099999999831,2
66,66.0,50.845278,6.268627,48971.087,4876.0,1.0,307718.63554347365,5636174.648903052,47259.7,160.31,48971.00329549287,131.62099999999919,2
67,67.0,50.84537,6.268699,48995.205,4886.0,1.0,307724.0817506076,5636184.689547989,47269.7,160.03,48995.12771398788,155.7390000000014,2
68,68.0,50.845417,6.268768,49002.132,4899.0,1.0,307729.1317086305,5636189.735122202,47282.7,160.02,49002.05493379796,162.66599999999744,2
69,69.0,50.845459,6.268825,49013.069,4912.0,1.0,307733.3164588916,5636194.2560694525,47295.7,159.7,49012.99930182643,173.6030000000028,2
70,70.0,50.845491,6.268888,48967.111,4926.0,1.0,307737.8823942354,5636197.649645086,47309.7,159.79,48967.03929203195,127.6449999999968,2
71,71.0,50.845532,6.268939,48921.177,4938.0,1.0,307741.64070140687,5636202.075045521,47321.7,159.66,48921.108353922806,81.71100000000297,2
72,72.0,50.845584,6.269015,48926.361,4952.0,1.0,307747.20389048196,5636207.658287618,47335.7,159.34,48926.29971881443,86.8949999999968,2
73,73.0,50.845634,6.269089,48859.744,4964.0,1.0,307752.61807142757,5636213.024391798,47347.7,159.4,48859.681421854366,20.27799999999843,2
74,74.0,50.84569,6.269169,48893.712,4975.0,1.0,307758.4792296267,5636219.0419326825,47358.7,159.21,48893.65375265214,54.245999999999185,2
75,75.0,50.845748,6.269215,48785.679,4984.0,1.0,307761.9554799781,5636225.370343992,47367.7,159.35,48785.617665303485,-53.7870000000039,2
76,76.0,50.845797,6.269163,48737.119,4994.0,1.0,307758.4969097606,5636230.953308861,47377.7,159.23,48737.060480223976,-102.34700000000157,2
77,77.0,50.845836,6.269089,48723.534,5004.0,1.0,307753.4487399355,5636235.481799565,47387.7,159.28,48723.474349409975,-115.9320000000007,2
78,78.0,50.845876,6.269006,48650.52,5013.0,1.0,307747.7712205058,5636240.144902627,47396.7,159.28,48650.46043879857,-188.94600000000355,2
79,79.0,50.845925,6.26891,48727.463,5022.0,1.0,307741.21571119153,5636245.842437012,47405.7,159.14,48727.40655681122,-112.00299999999697,2
80,80.0,50.845967,6.268846,48620.167,5029.0,1.0,307736.88376393396,5636250.678434069,47412.7,158.92,48620.11571774326,-219.29899999999907,2
81,81.0,50.84601,6.268784,48677.786,5038.0,1.0,307732.6967085118,5636255.620402716,47421.7,158.54,48677.7433669428,-161.6800000000003,2
82,82.0,50.846046,6.268733,48625.281,5047.0,1.0,307729.2551109706,5636259.755506012,47430.7,158.45,48625.24047359145,-214.18499999999767,2
83,83.0,50.846083,6.268662,48700.412,5056.0,1.0,307724.40992535773,5636264.053864365,47439.7,158.64,48700.367053962604,-139.05400000000373,2
84,84.0,50.846112,6.268604,48677.703,5062.0,1.0,307720.44685254723,5636267.4289740035,47445.7,158.74,48677.65578282654,-161.762999999999,2
85,85.0,50.846155,6.268545,48840.165,5070.0,1.0,307716.470982564,5636272.363144736,47453.7,158.76,48840.117165290234,0.6990000000005239,2
86,86.0,50.846175,6.268508,48597.687,5078.0,1.0,307713.94899192196,5636274.682998537,47461.7,158.69,48597.64100460505,-241.77900000000227,2
87,87.0,50.846208,6.268456,48653.286,5088.0,1.0,307710.42469782045,5636278.487193235,47471.7,158.71,48653.23949379433,-186.1800000000003,2
88,88.0,50.846243,6.268391,48658.773,5097.0,1.0,307705.99362946267,5636282.547594668,47480.7,158.78,48658.7248847074,-180.6929999999993,2
89,89.0,50.846279,6.268338,48784.343,5105.0,1.0,307702.4113018358,5636286.687925089,47488.7,158.73,48784.29590909776,-55.12299999999959,2
90,90.0,50.846309,6.268281,48769.396,5136.0,1.0,307698.5227593406,5636290.1716233995,47519.7,158.74,48769.348693884705,-70.06999999999971,2
91,91.0,50.846335,6.268223,48593.144,5149.0,1.0,307694.54738291015,5636293.213227936,47532.7,158.67,48593.098466527335,-246.32200000000012,2
92,92.0,50.846358,6.268198,48837.451,5175.0,1.0,307692.882372122,5636295.835366908,47558.7,158.36,48837.412366415,-2.014999999999418,2
93,93.0,50.846381,6.268121,48686.173,5343.0,1.0,307687.5573497108,5636298.592933316,47726.7,158.2,48686.13815407576,-153.29299999999785,2
